id_unico,rubro,grado,ciclo,grupo,sexo,relacion,edad,id_centro
1000000,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,64,54
1000001,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,24,138
1000002,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,41,8
1000003,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,28,48
1000003,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,28,48
1000004,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,49,11
1000005,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,27,250
1000005,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,27,250
1000006,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,32,29
1000007,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,30,221
1000008,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,27,150
1000007,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,30,150
1000009,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,35,140
1000009,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,35,140
1000010,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,42,192
1000011,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,38,4
1000011,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,38,4
1000011,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,38,4
1000011,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,38,4
1000012,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,28,39
1000013,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,29,39
1000014,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,40,133
1000014,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,40,133
1000014,DGES,8,3er. CICLO EBI,8vo. G. 3,M,Docente,40,133
1000015,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,52,103
1000016,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,27,203
1000016,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,27,203
1000017,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,58,5
1000018,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,32,121
1000019,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,54,191
1000020,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,40,191
1000010,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,42,44
1000021,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,38,259
1000021,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,38,259
1000011,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,38,259
1000011,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,38,259
1000022,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,43,160
1000023,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,30,3
1000023,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,30,3
1000023,DGES,7,3er. CICLO EBI,7mo. G. 8,F,Docente,30,3
1000023,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,30,3
1000024,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,26,179
1000025,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,48,97
1000025,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,48,97
1000026,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,50,24
1000026,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,50,24
1000026,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,50,24
1000027,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,27,26
1000028,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,56,26
1000029,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,49,86
1000030,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,42,41
1000031,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,51,88
1000026,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,50,88
1000032,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,33,96
1000032,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,33,96
1000033,DGES,9,3er. CICLO EBI,Desconocido,F,Docente,56,29
1000034,DGES,9,3er. CICLO EBI,Desconocido,F,Docente,37,29
1000035,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,28,243
1000036,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,47,243
1000036,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,47,243
1000037,DGES,9,3er. CICLO EBI,9no. G. 5,M,Docente,26,162
1000038,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,38,162
1000039,DGES,7,3er. CICLO EBI,Desconocido,F,Docente,36,86
1000040,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,42,86
1000041,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,29,86
1000042,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,49,106
1000043,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,37,106
1000043,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,37,106
1000044,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,62,106
1000045,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,30,141
1000045,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,30,141
1000045,DGES,7,3er. CICLO EBI,7mo. G. 9,F,Docente,30,141
1000046,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,25,67
1000046,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,25,67
1000047,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,33,67
1000047,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,33,67
1000047,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,33,67
1000047,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,33,67
1000048,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,36,67
1000048,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,36,67
1000049,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,27,68
1000050,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,26,68
1000051,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,44,68
1000052,DGES,9,3er. CICLO EBI,9no. G. 2,M,Docente,48,68
1000052,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,48,68
1000052,DGES,9,3er. CICLO EBI,9no. G. 2,M,Docente,48,68
1000052,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,48,68
1000053,DGES,9,3er. CICLO EBI,9no. G. 6,M,Docente,38,68
1000054,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,24,45
1000054,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,24,45
1000055,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,52,123
1000056,DGES,9,3er. CICLO EBI,9no. G. 8,F,Docente,46,99
1000057,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,57,28
1000058,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,41,158
1000033,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,56,29
1000033,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,56,29
1000033,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,56,29
1000059,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,31,210
1000060,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,32,210
1000061,DGES,9,3er. CICLO EBI,9no. G. 7,M,Docente,35,162
1000062,DGES,8,3er. CICLO EBI,8vo. G. 7,M,Docente,46,170
1000062,DGES,9,3er. CICLO EBI,9no. G. 7,M,Docente,46,170
1000063,DGES,8,3er. CICLO EBI,8vo. G. 4,M,Docente,25,54
1000064,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,27,54
1000065,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,39,54
1000066,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,28,145
1000066,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,28,145
1000066,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,28,145
1000067,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,45,145
1000067,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,45,145
1000067,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,45,145
1000068,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,27,2
1000068,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,27,2
1000069,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,28,2
1000070,DGES,8,3er. CICLO EBI,Desconocido,M,Docente,55,98
1000071,DGES,8,3er. CICLO EBI,Desconocido,F,Docente,37,98
1000072,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,26,64
1000072,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,26,64
1000073,DGES,7,3er. CICLO EBI,7mo. G. 6,M,Docente,38,99
1000074,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,52,99
1000075,DGES,8,3er. CICLO EBI,8vo. G. 6,M,Docente,38,99
1000076,DGES,7,3er. CICLO EBI,7mo. G. 6,M,Docente,23,16
1000077,DGES,8,3er. CICLO EBI,8vo. G. 7,M,Docente,44,173
1000078,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,24,174
1000078,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,24,174
1000079,DGES,8,3er. CICLO EBI,8vo. G. 3,M,Docente,26,162
1000080,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,37,131
1000081,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,24,44
1000082,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,22,138
1000082,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,22,138
1000083,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,30,138
1000083,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,30,138
1000084,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,39,205
1000084,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,39,205
1000084,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,39,205
1000085,DGES,7,3er. CICLO EBI,7mo. G. 8,M,Docente,37,48
1000085,DGES,7,3er. CICLO EBI,7mo. G. 9,M,Docente,37,48
1000086,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,30,11
1000086,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,30,11
1000086,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,30,11
1000087,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,47,96
1000088,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,39,99
1000089,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,29,99
1000074,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,52,99
1000090,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,50,99
1000090,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,50,99
1000091,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,51,26
1000091,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,51,158
1000058,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,41,158
1000058,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,41,158
1000058,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,41,158
1000058,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,41,158
1000092,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,41,76
1000093,DGES,7,3er. CICLO EBI,7mo. G. 8,F,Docente,31,76
1000037,DGES,9,3er. CICLO EBI,9no. G. 6,M,Docente,26,162
1000061,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,35,162
1000094,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,49,162
1000094,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,49,162
1000094,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,49,162
1000095,DGES,9,3er. CICLO EBI,9no. G. 1,M,Docente,27,86
1000095,DGES,9,3er. CICLO EBI,9no. G. 2,M,Docente,27,86
1000095,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,27,86
1000095,DGES,9,3er. CICLO EBI,9no. G. 5,M,Docente,27,86
1000096,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,29,86
1000096,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,29,86
1000096,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,29,86
1000096,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,29,163
1000097,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,50,45
1000098,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,44,232
1000099,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,31,231
1000100,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,45,10
1000100,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,45,10
1000100,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,45,10
1000101,DGES,8,3er. CICLO EBI,Desconocido,F,Docente,40,48
1000102,DGES,8,3er. CICLO EBI,Desconocido,M,Docente,30,48
1000103,DGES,8,3er. CICLO EBI,8vo. G. 8,M,Docente,37,48
1000055,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,52,108
1000104,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,41,89
1000104,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,41,89
1000100,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,45,89
1000100,DGES,9,3er. CICLO EBI,9no. G. 7,F,Docente,45,89
1000100,DGES,9,3er. CICLO EBI,9no. G. 8,F,Docente,45,89
1000105,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,49,89
1000106,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,26,58
1000106,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,26,58
1000107,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,24,39
1000108,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,27,39
1000108,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,27,39
1000108,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,27,39
1000109,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,22,39
1000109,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,22,39
1000109,DGES,8,3er. CICLO EBI,8vo. G. 3,M,Docente,22,39
1000110,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,48,39
1000080,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,37,131
1000050,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,26,68
1000050,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,26,68
1000111,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,28,68
1000111,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,28,68
1000112,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,31,68
1000113,DGES,8,3er. CICLO EBI,8vo. G. 4,M,Docente,29,8
1000114,DGES,9,3er. CICLO EBI,9no. G. 5,M,Docente,20,233
1000115,DGES,8,3er. CICLO EBI,8vo. G. 8,F,Docente,39,118
1000116,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,33,118
1000116,DGES,8,3er. CICLO EBI,8vo. G. 8,F,Docente,33,118
1000117,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,44,200
1000117,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,44,200
1000117,DGES,9,3er. CICLO EBI,9no. G. 1,M,Docente,44,200
1000070,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,55,98
1000070,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,55,98
1000070,DGES,8,3er. CICLO EBI,8vo. G. 3,M,Docente,55,98
1000070,DGES,9,3er. CICLO EBI,9no. G. 1,M,Docente,55,98
1000118,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,25,99
1000119,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,38,26
1000119,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,38,26
1000120,DGES,7,3er. CICLO EBI,7mo. G. 5,M,Docente,58,28
1000121,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,34,100
1000119,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,38,16
1000093,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,31,76
1000122,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,31,196
1000123,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,42,59
1000123,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,42,59
1000123,DGES,9,3er. CICLO EBI,9no. G. 7,F,Docente,42,59
1000124,DGES,7,3er. CICLO EBI,7mo. G.10,F,Docente,26,86
1000125,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,42,86
1000126,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,41,86
1000127,DGES,7,3er. CICLO EBI,7mo. G. 4,M,Docente,35,86
1000128,DGES,9,3er. CICLO EBI,9no. G. 2,M,Docente,39,163
1000129,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,47,93
1000050,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,26,68
1000053,DGES,9,3er. CICLO EBI,9no. G. 7,M,Docente,38,68
1000112,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,31,42
1000112,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,31,42
1000130,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,53,21
1000130,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,53,21
1000130,DGES,7,3er. CICLO EBI,7mo. G. 3,F,Docente,53,21
1000131,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,24,104
1000131,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,24,104
1000132,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,47,165
1000131,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,24,45
1000097,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,50,45
1000133,DGES,8,3er. CICLO EBI,8vo. G. 6,M,Docente,23,137
1000134,DGES,7,3er. CICLO EBI,7mo. G. 1,M,Docente,44,55
1000134,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,44,55
1000134,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,44,55
1000134,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,44,55
1000134,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,44,55
1000134,DGES,8,3er. CICLO EBI,8vo. G. 3,M,Docente,44,55
1000135,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,52,62
1000135,DGES,7,3er. CICLO EBI,7mo. G. 8,F,Docente,52,62
1000135,DGES,7,3er. CICLO EBI,7mo. G. 9,F,Docente,52,62
1000136,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,38,49
1000137,DGES,8,3er. CICLO EBI,8vo. G. 6,F,Docente,46,124
1000137,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,46,124
1000137,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,46,124
1000137,DGES,9,3er. CICLO EBI,9no. G. 7,F,Docente,46,124
1000138,DGES,7,3er. CICLO EBI,7mo. G. 3,M,Docente,62,37
1000138,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,62,37
1000139,DGES,8,3er. CICLO EBI,8vo. G. 8,M,Docente,51,146
1000140,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,24,209
1000141,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,36,139
1000141,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,36,139
1000142,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,35,254
1000143,DGES,7,3er. CICLO EBI,7mo. G. 5,M,Docente,39,212
1000144,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,35,17
1000145,DGES,7,3er. CICLO EBI,7mo. G. 6,M,Docente,29,17
1000143,DGES,7,3er. CICLO EBI,7mo. G. 4,M,Docente,39,83
1000143,DGES,9,3er. CICLO EBI,9no. G. 5,M,Docente,39,30
1000146,DGES,7,3er. CICLO EBI,7mo. G. 7,F,Docente,52,76
1000147,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,26,192
1000147,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,26,192
1000147,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,26,192
1000133,DGES,7,3er. CICLO EBI,7mo. G. 2,M,Docente,23,137
1000148,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,40,137
1000149,DGES,8,3er. CICLO EBI,8vo. G. 8,F,Docente,46,67
1000149,DGES,8,3er. CICLO EBI,8vo. G. 8,F,Docente,46,67
1000150,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,24,33
1000088,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,39,33
1000151,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,26,113
1000151,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,26,113
1000152,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,26,113
1000152,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,26,113
1000152,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,26,113
1000153,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,30,113
1000154,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,42,113
1000155,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,31,113
1000155,DGES,9,3er. CICLO EBI,9no. G. 5,F,Docente,31,113
1000156,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,44,113
1000157,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,47,144
1000158,DGES,7,3er. CICLO EBI,7mo. G. 6,M,Docente,45,144
1000103,DGES,7,3er. CICLO EBI,7mo. G. 7,M,Docente,37,144
1000159,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,28,166
1000103,DGES,8,3er. CICLO EBI,8vo. G. 7,M,Docente,37,48
1000160,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,52,49
1000161,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,29,224
1000162,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,25,224
1000163,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,55,224
1000164,DGES,8,3er. CICLO EBI,8vo. G. 8,F,Docente,33,26
1000165,DGES,8,3er. CICLO EBI,8vo. G. 7,M,Docente,70,17
1000165,DGES,8,3er. CICLO EBI,8vo. G. 8,M,Docente,70,17
1000166,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,31,140
1000166,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,31,140
1000166,DGES,7,3er. CICLO EBI,7mo. G. 8,F,Docente,31,140
1000166,DGES,8,3er. CICLO EBI,8vo. G. 7,F,Docente,31,140
1000166,DGES,9,3er. CICLO EBI,9no. G. 6,F,Docente,31,140
1000167,DGES,7,3er. CICLO EBI,7mo. G. 8,F,Docente,34,86
1000168,DGES,7,3er. CICLO EBI,7mo. G. 8,M,Docente,32,86
1000169,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,39,106
1000043,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,37,106
1000170,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,38,102
1000171,DGES,9,3er. CICLO EBI,9no. G. 2,M,Docente,28,8
1000172,DGES,9,3er. CICLO EBI,9no. G. 1,F,Docente,59,215
1000172,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,59,215
1000172,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,59,215
1000172,DGES,9,3er. CICLO EBI,9no. G. 4,F,Docente,59,215
1000173,DGES,9,3er. CICLO EBI,9no. G. 3,M,Docente,31,95
1000105,DGES,9,3er. CICLO EBI,9no. G. 6,M,Docente,49,99
1000174,DGES,9,3er. CICLO EBI,9no. G. 3,F,Docente,69,26
1000175,DGES,7,3er. CICLO EBI,7mo. G. 8,M,Docente,46,129
1000176,DGES,7,3er. CICLO EBI,7mo. G.12,F,Docente,34,129
1000177,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,30,74
1000177,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,30,74
1000074,DGES,8,3er. CICLO EBI,8vo. G. 2,F,Docente,52,196
1000178,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,31,126
1000173,DGES,9,3er. CICLO EBI,9no. G. 4,M,Docente,31,137
1000179,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,26,42
1000180,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,44,42
1000181,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,44,123
1000181,DGES,7,3er. CICLO EBI,7mo. G. 5,F,Docente,44,123
1000182,DGES,9,3er. CICLO EBI,9no. G. 2,F,Docente,56,159
1000183,DGES,9,3er. CICLO EBI,9no. G. 1,M,Docente,38,159
1000184,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,27,179
1000185,DGES,8,3er. CICLO EBI,8vo. G. 1,F,Docente,28,97
1000175,DGES,7,3er. CICLO EBI,7mo. G. 9,M,Docente,46,129
1000186,DGES,8,3er. CICLO EBI,8vo. G. 2,M,Docente,31,39
1000187,DGES,8,3er. CICLO EBI,8vo. G. 3,F,Docente,26,105
1000188,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,45,105
1000188,DGES,8,3er. CICLO EBI,8vo. G. 5,F,Docente,45,105
1000189,DGES,9,3er. CICLO EBI,9no. G.10,F,Docente,40,20
1000124,DGES,8,3er. CICLO EBI,8vo. G. 4,F,Docente,26,86
1000124,DGES,7,3er. CICLO EBI,7mo. G. 4,F,Docente,26,86
1000124,DGES,7,3er. CICLO EBI,7mo. G. 6,F,Docente,26,86
1000190,DGES,7,3er. CICLO EBI,7mo. G. 9,F,Docente,27,86
1000191,DGES,7,3er. CICLO EBI,7mo. G. 4,M,Docente,48,86
1000191,DGES,7,3er. CICLO EBI,7mo. G. 8,M,Docente,48,86
1000168,DGES,7,3er. CICLO EBI,7mo. G. 5,M,Docente,32,86
1000168,DGES,7,3er. CICLO EBI,7mo. G. 7,M,Docente,32,86
1000192,DGES,7,3er. CICLO EBI,7mo. G. 1,F,Docente,26,163
1000192,DGES,7,3er. CICLO EBI,7mo. G. 2,F,Docente,26,163
1000193,DGES,7,3er. CICLO EBI,7mo. G. 5,M,Docente,29,163
1000169,DGES,8,3er. CICLO EBI,8vo. G. 1,M,Docente,39,106
1000194,DGES,7,3er. CICLO EBI,7mo. G. 9,F,Docente,51,67
1000180,DGES,7,3er. CICLO EBI,7mo. G. 8,F,Docente,44,67
